administrative_area_level_2,date,confirmed,deaths,tests,hosp
Pennsylvania,2020-07-01,87242.0,6649,776804,632.0
Pennsylvania,2020-07-02,88074.0,6712,790273,631.0
Pennsylvania,2020-07-03,88741.0,6746,804144,598.0
Pennsylvania,2020-07-04,89375.0,6749,814823,589.0
Pennsylvania,2020-07-05,89854.0,6753,824700,592.0
Pennsylvania,2020-07-06,90304.0,6754,833324,598.0
Pennsylvania,2020-07-07,91299.0,6787,850102,637.0
Pennsylvania,2020-07-08,92148.0,6812,866526,649.0
Pennsylvania,2020-07-09,92867.0,6848,880023,650.0
Pennsylvania,2020-07-10,93876.0,6880,898640,653.0
Massachusetts,2020-04-01,7639.0,187,51764,0.0
Massachusetts,2020-04-02,8867.0,229,56634,0.0
Massachusetts,2020-04-03,10303.0,265,62988,0.0
Massachusetts,2020-04-04,11637.0,304,68828,1370.0
Massachusetts,2020-04-05,12402.0,370,71967,1632.0
Massachusetts,2020-04-06,13739.0,448,76459,1667.0
Massachusetts,2020-04-07,15104.0,515,81374,1831.0
Massachusetts,2020-04-08,16692.0,615,87541,2119.0
Massachusetts,2020-04-09,18843.0,725,94989,2302.0
Massachusetts,2020-04-10,20878.0,832,102442,2435.0
Massachusetts,2020-04-11,22766.0,946,108881,2507.0
Massachusetts,2020-04-12,25381.0,1056,116844,2514.0
Massachusetts,2020-04-13,26794.0,1211,122294,3485.0
Massachusetts,2020-04-14,28109.0,1329,126929,3616.0
Massachusetts,2020-04-15,29970.0,1502,132760,3637.0
Massachusetts,2020-04-16,32492.0,1667,142590,3726.0
Massachusetts,2020-04-17,35125.0,1822,152320,3756.0
Massachusetts,2020-04-18,37527.0,1983,162131,3728.0
Massachusetts,2020-04-19,39820.0,2146,169115,3789.0
Massachusetts,2020-04-20,41416.0,2303,177462,3872.0
Massachusetts,2020-04-21,43168.0,2449,184612,3977.0
Massachusetts,2020-04-22,44913.0,2597,189702,3890.0
Massachusetts,2020-04-23,47992.0,2769,204316,3851.0
Massachusetts,2020-04-24,50969.0,2877,215213,3847.0
Massachusetts,2020-04-25,53348.0,2877,226845,3879.0
Massachusetts,2020-04-26,54938.0,2899,236100,3879.0
Massachusetts,2020-04-27,56462.0,3003,244887,3892.0
Massachusetts,2020-04-28,58302.0,3153,254500,3875.0
Massachusetts,2020-04-29,60265.0,3405,265618,3856.0
Massachusetts,2020-04-30,62205.0,3562,275647,3803.0
Massachusetts,2020-05-01,64311.0,3716,289636,3716.0
Massachusetts,2020-05-02,66263.0,3846,298994,3601.0
Massachusetts,2020-05-03,68087.0,4004,314646,3617.0
Massachusetts,2020-05-04,69087.0,4090,324268,3539.0
Massachusetts,2020-05-05,70271.0,4212,333349,3542.0
Massachusetts,2020-05-06,72025.0,4420,339639,3564.0
Massachusetts,2020-05-07,73721.0,4552,351632,3436.0
Massachusetts,2020-05-08,75333.0,4702,366023,3349.0
Massachusetts,2020-05-09,76743.0,4840,376537,3229.0
Massachusetts,2020-05-10,77793.0,4979,388389,3128.0
Massachusetts,2020-05-11,78462.0,5108,394728,3102.0
Massachusetts,2020-05-12,79332.0,5141,401496,3127.0
Massachusetts,2020-05-13,80497.0,5315,410032,3101.0
Massachusetts,2020-05-14,82182.0,5482,424361,2859.0
Massachusetts,2020-05-15,83421.0,5592,435679,2767.0
Massachusetts,2020-05-16,84933.0,5705,448089,2692.0
Massachusetts,2020-05-17,86010.0,5797,460826,2597.0
Massachusetts,2020-05-18,87052.0,5862,469199,2533.0
Massachusetts,2020-05-19,87925.0,5938,476940,2472.0
Massachusetts,2020-05-20,88970.0,6066,489953,2518.0
Massachusetts,2020-05-21,90084.0,6148,501486,2396.0
Massachusetts,2020-05-22,90889.0,6228,511644,2323.0
Massachusetts,2020-05-23,91662.0,6304,520986,2237.0
Massachusetts,2020-05-24,92675.0,6372,532373,2169.0
Massachusetts,2020-05-25,93271.0,6416,540561,2132.0
Massachusetts,2020-05-26,93693.0,6473,545481,2108.0
Massachusetts,2020-05-27,94220.0,6547,552144,2106.0
Massachusetts,2020-05-28,94895.0,6640,562323,2112.0
Massachusetts,2020-05-29,95512.0,6718,571745,1991.0
Massachusetts,2020-05-30,96301.0,6768,582519,1904.0
Massachusetts,2020-05-31,96965.0,6846,592853,1824.0
Massachusetts,2020-06-01,100805.0,7035,603433,1747.0
Massachusetts,2020-06-02,101163.0,7085,609395,1657.0
Massachusetts,2020-06-03,101592.0,7152,617761,1684.0
Massachusetts,2020-06-04,102063.0,7201,624935,1637.0
Massachusetts,2020-06-05,102557.0,7235,634769,1533.0
Massachusetts,2020-06-06,103132.0,7289,644639,1529.0
Massachusetts,2020-06-07,103436.0,7316,652490,1442.0
Massachusetts,2020-06-08,103626.0,7353,657269,1415.0
Massachusetts,2020-06-09,103889.0,7408,661992,1397.0
Massachusetts,2020-06-10,104156.0,7454,672090,1345.0
Massachusetts,2020-06-11,104667.0,7492,683088,1260.0
Massachusetts,2020-06-12,105059.0,7538,693359,1143.0
Massachusetts,2020-06-13,105395.0,7576,703596,1069.0
Massachusetts,2020-06-14,105603.0,7624,712710,1039.0
Massachusetts,2020-06-15,105690.0,7647,717231,1026.0
Massachusetts,2020-06-16,105885.0,7665,723647,1045.0
Massachusetts,2020-06-17,106151.0,7734,732046,998.0
Massachusetts,2020-06-18,106422.0,7770,741260,968.0
Massachusetts,2020-06-19,106650.0,7800,750807,994.0
Massachusetts,2020-06-20,106936.0,7828,764937,964.0
Massachusetts,2020-06-21,107061.0,7858,773320,927.0
Massachusetts,2020-06-22,107210.0,7874,780063,920.0
Massachusetts,2020-06-23,107439.0,7890,787642,953.0
Massachusetts,2020-06-24,107611.0,7938,795072,939.0
Massachusetts,2020-06-25,107837.0,7963,805456,822.0
Massachusetts,2020-06-26,108070.0,8013,814085,791.0
Massachusetts,2020-06-27,108443.0,8041,826342,769.0
Massachusetts,2020-06-28,108667.0,8060,835794,748.0
Massachusetts,2020-06-29,108768.0,8095,842287,762.0
Massachusetts,2020-06-30,108882.0,8054,848141,733.0
Massachusetts,2020-07-01,109143.0,8081,858435,760.0
Massachusetts,2020-07-02,109338.0,8132,866258,681.0
Massachusetts,2020-07-03,109628.0,8149,877780,656.0
Massachusetts,2020-07-04,109838.0,8172,885767,640.0
Massachusetts,2020-07-05,109974.0,8183,891685,636.0
Massachusetts,2020-07-06,110137.0,8198,899417,603.0
Massachusetts,2020-07-07,110338.0,8213,906760,621.0
Massachusetts,2020-07-08,110602.0,8243,915995,662.0
Massachusetts,2020-07-09,110897.0,8268,925761,635.0
Massachusetts,2020-07-10,111110.0,8296,938616,632.0
Maine,2020-04-01,344.0,7,6432,0.0
Maine,2020-04-02,376.0,7,6464,0.0
Maine,2020-04-03,432.0,9,6520,0.0
Maine,2020-04-04,456.0,10,6544,0.0
Maine,2020-04-05,470.0,10,6558,0.0
Maine,2020-04-06,499.0,10,6587,0.0
Maine,2020-04-07,519.0,12,6607,0.0
Maine,2020-04-08,537.0,14,6625,0.0
Maine,2020-04-09,560.0,16,6648,0.0
Maine,2020-04-10,586.0,17,6674,0.0
Maine,2020-04-11,616.0,19,6704,0.0
Maine,2020-04-12,633.0,19,6721,0.0
Maine,2020-04-13,698.0,19,12306,22.0
Maine,2020-04-14,734.0,20,12342,58.0
Maine,2020-04-15,770.0,24,14846,48.0
Maine,2020-04-16,796.0,27,14872,47.0
Maine,2020-04-17,827.0,29,14903,55.0
Maine,2020-04-18,847.0,32,14923,49.0
Maine,2020-04-19,867.0,34,14943,46.0
Maine,2020-04-20,875.0,35,14951,39.0
Maine,2020-04-21,888.0,36,14964,40.0
Maine,2020-04-22,907.0,39,17691,42.0
Maine,2020-04-23,937.0,44,17721,42.0
Maine,2020-04-24,965.0,47,17749,39.0
Maine,2020-04-25,990.0,50,17774,39.0
Maine,2020-04-26,1015.0,50,17799,39.0
Maine,2020-04-27,1023.0,51,17807,39.0
Maine,2020-04-28,1040.0,51,17824,33.0
Maine,2020-04-29,1056.0,52,20602,32.0
Maine,2020-04-30,1095.0,53,20641,35.0
Maine,2020-05-01,1123.0,55,20669,37.0
Maine,2020-05-02,1152.0,56,20698,36.0
Maine,2020-05-03,1185.0,57,20731,33.0
Maine,2020-05-04,1205.0,57,20751,37.0
Maine,2020-05-05,1226.0,61,20772,36.0
Maine,2020-05-06,1254.0,62,23346,37.0
Maine,2020-05-07,1330.0,62,23422,39.0
Maine,2020-05-08,1374.0,63,23466,44.0
Maine,2020-05-09,1408.0,64,23500,43.0
Maine,2020-05-10,1436.0,64,23528,36.0
Maine,2020-05-11,1462.0,65,23554,37.0
Maine,2020-05-12,1477.0,65,23569,34.0
Maine,2020-05-13,1515.0,66,23607,41.0
Maine,2020-05-14,1565.0,69,23657,37.0
Maine,2020-05-15,1603.0,69,23695,35.0
Maine,2020-05-16,1648.0,70,23740,37.0
Maine,2020-05-17,1687.0,70,23779,37.0
Maine,2020-05-18,1713.0,71,23805,42.0
Maine,2020-05-19,1741.0,73,23833,44.0
Maine,2020-05-20,1819.0,73,37269,43.0
Maine,2020-05-21,1877.0,73,37327,41.0
Maine,2020-05-22,1948.0,75,37398,45.0
Maine,2020-05-23,2013.0,77,37463,50.0
Maine,2020-05-24,2055.0,78,37505,59.0
Maine,2020-05-25,2074.0,78,37524,59.0
Maine,2020-05-26,2109.0,79,37559,60.0
Maine,2020-05-27,2137.0,81,45617,59.0
Maine,2020-05-28,2189.0,84,45669,58.0
Maine,2020-05-29,2226.0,85,45706,53.0
Maine,2020-05-30,2282.0,89,49566,46.0
Maine,2020-05-31,2325.0,89,49609,49.0
Maine,2020-06-01,2349.0,89,49633,52.0
Maine,2020-06-02,2377.0,94,52968,48.0
Maine,2020-06-03,2418.0,95,53009,44.0
Maine,2020-06-04,2446.0,95,56201,35.0
Maine,2020-06-05,2482.0,98,57532,35.0
Maine,2020-06-06,2524.0,98,58923,35.0
Maine,2020-06-07,2570.0,99,58969,34.0
Maine,2020-06-08,2588.0,99,61645,37.0
Maine,2020-06-09,2606.0,100,62420,29.0
Maine,2020-06-10,2637.0,100,63940,27.0
Maine,2020-06-11,2667.0,100,65457,29.0
Maine,2020-06-12,2721.0,100,66887,32.0
Maine,2020-06-13,2757.0,100,68350,29.0
Maine,2020-06-14,2793.0,100,69858,29.0
Maine,2020-06-15,2810.0,101,70971,31.0
Maine,2020-06-16,2819.0,101,72335,30.0
Maine,2020-06-17,2836.0,102,74018,27.0
Maine,2020-06-18,2878.0,102,74060,27.0
Maine,2020-06-19,2913.0,102,77161,26.0
Maine,2020-06-20,2938.0,102,79576,29.0
Maine,2020-06-21,2957.0,102,80990,26.0
Maine,2020-06-22,2971.0,102,81004,27.0
Maine,2020-06-23,2994.0,102,81707,24.0
Maine,2020-06-24,3017.0,103,85190,26.0
Maine,2020-06-25,3070.0,103,87598,25.0
Maine,2020-06-26,3102.0,103,89854,28.0
Maine,2020-06-27,3154.0,104,91932,24.0
Maine,2020-06-28,3191.0,104,93495,31.0
Maine,2020-06-29,3219.0,105,93523,31.0
Maine,2020-06-30,3253.0,105,94952,29.0
Maine,2020-07-01,3294.0,105,97241,29.0
Maine,2020-07-02,3328.0,105,100817,30.0
Maine,2020-07-03,3373.0,105,103449,27.0
Maine,2020-07-04,3397.0,107,105945,27.0
Maine,2020-07-05,3415.0,109,107932,25.0
Maine,2020-07-06,3423.0,109,109550,21.0
Maine,2020-07-07,3440.0,110,110906,22.0
Maine,2020-07-08,3460.0,110,112938,22.0
Maine,2020-07-09,3486.0,111,115758,16.0
Maine,2020-07-10,3499.0,111,118406,15.0
Tennessee,2020-04-01,2683.0,24,32452,486.0
Tennessee,2020-04-02,2845.0,32,34611,656.0
Tennessee,2020-04-03,3067.0,37,37839,625.0
Tennessee,2020-04-04,3321.0,43,41391,601.0
Tennessee,2020-04-05,3633.0,44,45300,637.0
Tennessee,2020-04-06,3802.0,65,47350,834.0
Tennessee,2020-04-07,4138.0,72,52874,802.0
Tennessee,2020-04-08,4362.0,79,56618,708.0
Tennessee,2020-04-09,4634.0,94,59849,639.0
Tennessee,2020-04-10,4862.0,98,62799,561.0
Tennessee,2020-04-11,5114.0,101,66828,411.0
Tennessee,2020-04-12,5308.0,101,70677,324.0
Tennessee,2020-04-13,5610.0,109,76195,458.0
Tennessee,2020-04-14,5823.0,124,78831,443.0
Tennessee,2020-04-15,6079.0,135,80896,412.0
Tennessee,2020-04-16,6262.0,141,85049,444.0
Tennessee,2020-04-17,6589.0,142,87273,465.0
Tennessee,2020-04-18,6762.0,145,90586,593.0
Tennessee,2020-04-19,7070.0,148,97098,393.0
Tennessee,2020-04-20,7238.0,152,100689,505.0
Tennessee,2020-04-21,7394.0,157,108182,523.0
Tennessee,2020-04-22,7842.0,166,114980,441.0
Tennessee,2020-04-23,8266.0,170,123100,488.0
Tennessee,2020-04-24,8726.0,168,131328,593.0
Tennessee,2020-04-25,9189.0,178,141406,510.0
Tennessee,2020-04-26,9667.0,181,147474,568.0
Tennessee,2020-04-27,9918.0,184,154402,618.0
Tennessee,2020-04-28,10052.0,188,161928,611.0
Tennessee,2020-04-29,10366.0,195,168549,614.0
Tennessee,2020-04-30,10735.0,199,177626,605.0
Tennessee,2020-05-01,11891.0,204,186132,529.0
Tennessee,2020-05-02,12661.0,209,196276,474.0
Tennessee,2020-05-03,13177.0,210,204607,510.0
Tennessee,2020-05-04,13571.0,219,211443,499.0
Tennessee,2020-05-05,13690.0,226,218862,520.0
Tennessee,2020-05-06,13938.0,239,227101,557.0
Tennessee,2020-05-07,14096.0,237,236328,558.0
Tennessee,2020-05-08,14441.0,241,243578,550.0
Tennessee,2020-05-09,14768.0,242,252748,509.0
Tennessee,2020-05-10,14985.0,243,261869,484.0
Tennessee,2020-05-11,15544.0,251,273277,581.0
Tennessee,2020-05-12,16111.0,265,283824,591.0
Tennessee,2020-05-13,16370.0,273,292917,635.0
Tennessee,2020-05-14,16699.0,287,302317,599.0
Tennessee,2020-05-15,16970.0,290,309756,535.0
Tennessee,2020-05-16,17288.0,295,320201,515.0
Tennessee,2020-05-17,17388.0,298,325280,513.0
Tennessee,2020-05-18,18011.0,301,337428,638.0
Tennessee,2020-05-19,18378.0,305,346123,615.0
Tennessee,2020-05-20,18532.0,309,354013,652.0
Tennessee,2020-05-21,18961.0,313,360583,601.0
Tennessee,2020-05-22,19394.0,315,368170,570.0
Tennessee,2020-05-23,19789.0,329,373758,478.0
Tennessee,2020-05-24,20145.0,336,383576,526.0
Tennessee,2020-05-25,20607.0,338,396219,517.0
Tennessee,2020-05-26,20965.0,343,403504,582.0
Tennessee,2020-05-27,21306.0,353,409630,501.0
Tennessee,2020-05-28,21679.0,356,415989,545.0
Tennessee,2020-05-29,22085.0,360,421967,507.0
Tennessee,2020-05-30,22566.0,364,427046,516.0
Tennessee,2020-05-31,23006.0,364,435977,463.0
Tennessee,2020-06-01,23554.0,367,448493,504.0
Tennessee,2020-06-02,24375.0,381,462136,565.0
Tennessee,2020-06-03,24822.0,388,470779,548.0
Tennessee,2020-06-04,25120.0,401,476138,547.0
Tennessee,2020-06-05,25520.0,408,482172,505.0
Tennessee,2020-06-06,26071.0,417,491421,535.0
Tennessee,2020-06-07,26381.0,418,498768,561.0
Tennessee,2020-06-08,26944.0,421,512763,617.0
Tennessee,2020-06-09,27575.0,435,521197,587.0
Tennessee,2020-06-10,28061.0,436,528827,624.0
Tennessee,2020-06-11,28538.0,441,535294,606.0
Tennessee,2020-06-12,29126.0,468,590173,608.0
Tennessee,2020-06-13,29541.0,472,601362,583.0
Tennessee,2020-06-14,30432.0,475,615220,588.0
Tennessee,2020-06-15,31160.0,483,629978,642.0
Tennessee,2020-06-16,31830.0,493,638990,621.0
Tennessee,2020-06-17,32143.0,497,644573,632.0
Tennessee,2020-06-18,32829.0,509,652394,617.0
Tennessee,2020-06-19,34017.0,515,661689,635.0
Tennessee,2020-06-20,34446.0,524,675340,588.0
Tennessee,2020-06-21,35102.0,526,685629,605.0
Tennessee,2020-06-22,35553.0,531,700105,664.0
Tennessee,2020-06-23,36303.0,542,705419,721.0
Tennessee,2020-06-24,37235.0,556,718304,696.0
Tennessee,2020-06-25,38034.0,567,727549,741.0
Tennessee,2020-06-26,39444.0,577,742032,741.0
Tennessee,2020-06-27,40172.0,584,748553,705.0
Tennessee,2020-06-28,40172.0,584,748553,800.0
Tennessee,2020-06-29,42297.0,592,777206,839.0
Tennessee,2020-06-30,43509.0,604,793127,886.0
Tennessee,2020-07-01,45315.0,609,817886,955.0
Tennessee,2020-07-02,46890.0,620,838454,949.0
Tennessee,2020-07-03,48712.0,633,862489,949.0
Tennessee,2020-07-04,50140.0,637,878604,949.0
Tennessee,2020-07-05,51431.0,646,896166,949.0
Tennessee,2020-07-06,52155.0,653,904618,940.0
Tennessee,2020-07-07,53514.0,665,921199,1112.0
Tennessee,2020-07-08,55986.0,685,950959,1160.0
Tennessee,2020-07-09,57591.0,710,972714,1135.0
Tennessee,2020-07-10,59546.0,723,994575,1184.0
Michigan,2020-04-01,20246.0,676,50197,0.0
Michigan,2020-04-02,21376.0,801,54819,0.0
Michigan,2020-04-03,22579.0,918,59639,0.0
Michigan,2020-04-04,23581.0,1030,64786,0.0
Michigan,2020-04-05,24458.0,1150,68612,0.0
Michigan,2020-04-06,25785.0,1291,73047,0.0
Michigan,2020-04-07,26964.0,1449,77308,0.0
Michigan,2020-04-08,28064.0,1600,81240,0.0
Michigan,2020-04-09,29096.0,1756,85526,3826.0
Michigan,2020-04-10,30172.0,1917,89769,3823.0
Michigan,2020-04-11,30980.0,2081,93221,3636.0
Michigan,2020-04-12,31666.0,2249,96221,3636.0
Michigan,2020-04-13,32702.0,2391,99765,3986.0
Michigan,2020-04-14,33613.0,2532,104288,3910.0
Michigan,2020-04-15,34533.0,2672,108361,3918.0
Michigan,2020-04-16,35455.0,2841,113729,3809.0
Michigan,2020-04-17,36320.0,2984,119588,3674.0
Michigan,2020-04-18,37029.0,3107,124143,3634.0
Michigan,2020-04-19,37557.0,3236,127315,3403.0
Michigan,2020-04-20,38494.0,3347,131887,3374.0
Michigan,2020-04-21,39589.0,3471,139256,3357.0
Michigan,2020-04-22,40705.0,3602,147358,3305.0
Michigan,2020-04-23,41694.0,3711,156699,3611.0
Michigan,2020-04-24,42730.0,3818,165784,3022.0
Michigan,2020-04-25,43263.0,3929,172218,2889.0
Michigan,2020-04-26,43789.0,4036,178220,2757.0
Michigan,2020-04-27,44709.0,4148,185681,2667.0
Michigan,2020-04-28,45538.0,4247,194448,2623.0
Michigan,2020-04-29,46488.0,4335,204861,2498.0
Michigan,2020-04-30,47505.0,4434,216449,2319.0
Michigan,2020-05-01,48240.0,4520,227047,2319.0
Michigan,2020-05-02,48672.0,4579,237385,2100.0
Michigan,2020-05-03,49029.0,4641,244390,2100.0
Michigan,2020-05-04,49809.0,4722,252480,1948.0
Michigan,2020-05-05,50497.0,4781,263588,1948.0
Michigan,2020-05-06,51131.0,4839,275694,1818.0
Michigan,2020-05-07,51731.0,4925,287915,1697.0
Michigan,2020-05-08,52349.0,4987,300491,1637.0
Michigan,2020-05-09,52732.0,5036,311997,1531.0
Michigan,2020-05-10,53033.0,5081,320450,1437.0
Michigan,2020-05-11,54004.0,5139,332297,1424.0
Michigan,2020-05-12,55641.0,5188,347342,1384.0
Michigan,2020-05-13,56458.0,5232,366700,1384.0
Michigan,2020-05-14,57036.0,5278,383693,1330.0
Michigan,2020-05-15,57687.0,5325,399514,1256.0
Michigan,2020-05-16,58023.0,5357,411179,1256.0
Michigan,2020-05-17,58278.0,5396,421826,1114.0
Michigan,2020-05-18,58812.0,5427,434927,1075.0
Michigan,2020-05-19,59576.0,5470,451784,1079.0
Michigan,2020-05-20,60151.0,5514,465999,1066.0
Michigan,2020-05-21,60610.0,5555,482398,1054.0
Michigan,2020-05-22,61075.0,5586,502357,955.0
Michigan,2020-05-23,61293.0,5612,516849,953.0
Michigan,2020-05-24,61457.0,5640,528544,953.0
Michigan,2020-05-25,61632.0,5678,537957,953.0
Michigan,2020-05-26,62075.0,5703,549981,953.0
Michigan,2020-05-27,62461.0,5727,568070,882.0
Michigan,2020-05-28,62797.0,5751,585460,860.0
Michigan,2020-05-29,63116.0,5778,601984,774.0
Michigan,2020-05-30,63321.0,5802,617830,774.0
Michigan,2020-05-31,63568.0,5818,630760,774.0
Michigan,2020-06-01,63813.0,5843,645237,674.0
Michigan,2020-06-02,64103.0,5869,661175,674.0
Michigan,2020-06-03,64382.0,5884,677555,646.0
Michigan,2020-06-04,64616.0,5901,692523,617.0
Michigan,2020-06-05,64821.0,5909,705271,617.0
Michigan,2020-06-06,64914.0,5916,715856,864.0
Michigan,2020-06-07,64969.0,5927,726225,864.0
Michigan,2020-06-08,65104.0,5942,739164,661.0
Michigan,2020-06-09,65167.0,5951,756036,661.0
Michigan,2020-06-10,65182.0,5952,756051,661.0
Michigan,2020-06-11,65449.0,5985,770520,661.0
Michigan,2020-06-12,65672.0,5990,786287,636.0
Michigan,2020-06-13,65836.0,6013,799483,636.0
Michigan,2020-06-14,66054.0,6016,813498,636.0
Michigan,2020-06-15,66085.0,6017,824037,562.0
Michigan,2020-06-16,66269.0,6034,835534,562.0
Michigan,2020-06-17,66497.0,6036,849885,562.0
Michigan,2020-06-18,66798.0,6061,850186,557.0
Michigan,2020-06-19,67097.0,6067,879928,557.0
Michigan,2020-06-20,67545.0,6087,894634,557.0
Michigan,2020-06-21,67711.0,6090,907426,557.0
Michigan,2020-06-22,67957.0,6097,918017,557.0
Michigan,2020-06-23,68197.0,6109,928668,557.0
Michigan,2020-06-24,68555.0,6114,944805,557.0
Michigan,2020-06-25,68989.0,6133,962839,557.0
Michigan,2020-06-26,69329.0,6134,981706,557.0
Michigan,2020-06-27,69679.0,6153,1000821,557.0
Michigan,2020-06-28,69946.0,6158,1016679,557.0
Michigan,2020-06-29,70223.0,6161,1029375,557.0
Michigan,2020-06-30,70728.0,6193,1045057,471.0
Michigan,2020-07-01,71089.0,6198,1061859,471.0
Michigan,2020-07-02,71678.0,6212,1085137,548.0
Michigan,2020-07-03,72175.0,6215,1108265,548.0
Michigan,2020-07-04,72581.0,6218,1130154,548.0
Michigan,2020-07-05,72941.0,6218,1146819,548.0
Michigan,2020-07-06,73269.0,6221,1159363,505.0
Michigan,2020-07-07,73900.0,6251,1176511,505.0
Michigan,2020-07-08,74551.0,6262,1200003,505.0
Michigan,2020-07-09,75063.0,6271,1223553,505.0
Michigan,2020-07-10,75685.0,6285,1246805,505.0
Idaho,2020-04-01,525.0,9,6601,49.0
Idaho,2020-04-02,669.0,9,7282,49.0
Idaho,2020-04-03,891.0,9,7945,45.0
Idaho,2020-04-04,1013.0,10,8870,53.0
Idaho,2020-04-05,1077.0,10,10261,51.0
Idaho,2020-04-06,1101.0,10,10995,62.0
Idaho,2020-04-07,1170.0,13,11246,67.0
Idaho,2020-04-08,1210.0,15,11898,62.0
Idaho,2020-04-09,1232.0,18,12531,70.0
Idaho,2020-04-10,1353.0,24,13094,67.0
Idaho,2020-04-11,1396.0,25,13764,61.0
Idaho,2020-04-12,1407.0,27,14308,63.0
Idaho,2020-04-13,1426.0,27,14881,62.0
Idaho,2020-04-14,1453.0,33,15114,59.0
Idaho,2020-04-15,1464.0,39,15398,66.0
Idaho,2020-04-16,1587.0,41,16242,70.0
Idaho,2020-04-17,1609.0,41,16652,58.0
Idaho,2020-04-18,1655.0,43,16947,53.0
Idaho,2020-04-19,1668.0,44,17441,43.0
Idaho,2020-04-20,1672.0,45,17445,53.0
Idaho,2020-04-21,1736.0,48,17807,69.0
Idaho,2020-04-22,1766.0,51,18170,54.0
Idaho,2020-04-23,1802.0,54,19172,52.0
Idaho,2020-04-24,1836.0,54,19447,31.0
Idaho,2020-04-25,1870.0,54,19481,35.0
Idaho,2020-04-26,1887.0,56,19498,38.0
Idaho,2020-04-27,1897.0,56,20024,36.0
Idaho,2020-04-28,1917.0,58,20052,41.0
Idaho,2020-04-29,1952.0,60,28382,39.0
Idaho,2020-04-30,1984.0,60,28846,36.0
Idaho,2020-05-01,2015.0,63,29225,28.0
Idaho,2020-05-02,2035.0,63,29490,23.0
Idaho,2020-05-03,2061.0,63,29807,27.0
Idaho,2020-05-04,2061.0,64,29807,27.0
Idaho,2020-05-05,2106.0,64,30308,27.0
Idaho,2020-05-06,2127.0,65,30545,21.0
Idaho,2020-05-07,2158.0,66,30890,20.0
Idaho,2020-05-08,2178.0,67,31270,16.0
Idaho,2020-05-09,2205.0,67,31806,19.0
Idaho,2020-05-10,2230.0,67,32142,25.0
Idaho,2020-05-11,2230.0,67,32142,30.0
Idaho,2020-05-12,2260.0,70,32705,25.0
Idaho,2020-05-13,2293.0,69,33128,20.0
Idaho,2020-05-14,2324.0,69,33754,19.0
Idaho,2020-05-15,2351.0,72,34745,26.0
Idaho,2020-05-16,2389.0,73,35688,19.0
Idaho,2020-05-17,2419.0,73,36672,26.0
Idaho,2020-05-18,2419.0,73,36672,30.0
Idaho,2020-05-19,2455.0,74,38069,28.0
Idaho,2020-05-20,2476.0,77,38567,28.0
Idaho,2020-05-21,2506.0,77,38888,27.0
Idaho,2020-05-22,2534.0,77,39595,19.0
Idaho,2020-05-23,2595.0,79,40609,19.0
Idaho,2020-05-24,2626.0,79,41406,23.0
Idaho,2020-05-25,2626.0,79,41406,15.0
Idaho,2020-05-26,2626.0,79,41406,19.0
Idaho,2020-05-27,2699.0,81,43017,24.0
Idaho,2020-05-28,2731.0,82,43875,30.0
Idaho,2020-05-29,2769.0,82,44761,31.0
Idaho,2020-05-30,2803.0,82,45424,30.0
Idaho,2020-05-31,2839.0,82,46697,29.0
Idaho,2020-06-01,2839.0,82,46697,25.0
Idaho,2020-06-02,2906.0,83,48133,34.0
Idaho,2020-06-03,2933.0,83,48942,30.0
Idaho,2020-06-04,2990.0,83,49805,28.0
Idaho,2020-06-05,3054.0,83,53624,29.0
Idaho,2020-06-06,3111.0,83,55239,21.0
Idaho,2020-06-07,3139.0,83,56041,30.0
Idaho,2020-06-08,3139.0,83,56041,23.0
Idaho,2020-06-09,3189.0,83,57677,21.0
Idaho,2020-06-10,3220.0,85,59052,20.0
Idaho,2020-06-11,3260.0,85,60115,28.0
Idaho,2020-06-12,3302.0,86,61432,20.0
Idaho,2020-06-13,3353.0,87,62658,24.0
Idaho,2020-06-14,3399.0,87,62980,22.0
Idaho,2020-06-15,3399.0,87,62980,23.0
Idaho,2020-06-16,3462.0,88,65647,24.0
Idaho,2020-06-17,3540.0,88,66784,28.0
Idaho,2020-06-18,3632.0,88,68012,23.0
Idaho,2020-06-19,3743.0,89,69545,28.0
Idaho,2020-06-20,3871.0,89,71196,28.0
Idaho,2020-06-21,4006.0,89,72968,31.0
Idaho,2020-06-22,4006.0,89,72968,41.0
Idaho,2020-06-23,4254.0,89,76164,39.0
Idaho,2020-06-24,4402.0,89,77835,34.0
Idaho,2020-06-25,4645.0,90,80539,45.0
Idaho,2020-06-26,4865.0,90,82370,48.0
Idaho,2020-06-27,5148.0,90,84056,42.0
Idaho,2020-06-28,5319.0,91,86345,48.0
Idaho,2020-06-29,5319.0,91,86345,50.0
Idaho,2020-06-30,5752.0,91,89303,60.0
Idaho,2020-07-01,6117.0,92,91040,75.0
Idaho,2020-07-02,6370.0,92,95121,69.0
Idaho,2020-07-03,6593.0,92,98709,64.0
Idaho,2020-07-04,6994.0,93,101067,67.0
Idaho,2020-07-05,7370.0,93,104266,71.0
Idaho,2020-07-06,7733.0,93,106465,85.0
Idaho,2020-07-07,8052.0,94,108541,105.0
Idaho,2020-07-08,8539.0,94,111331,118.0
Idaho,2020-07-09,8969.0,98,114620,120.0
Idaho,2020-07-10,9428.0,100,118078,124.0
Illinois,2020-04-01,6980.0,141,40384,0.0
