administrative_area_level_2,date,confirmed,deaths,tests,hosp
Minnesota,2020-04-01,973.0,17,22853,54.0
Minnesota,2020-04-02,1056.0,18,24836,75.0
Minnesota,2020-04-03,1119.0,22,26182,86.0
Minnesota,2020-04-04,1158.0,24,27845,95.0
Minnesota,2020-04-05,1217.0,29,29307,106.0
Minnesota,2020-04-06,1330.0,30,30485,115.0
Minnesota,2020-04-07,1432.0,34,32035,120.0
Minnesota,2020-04-08,1534.0,39,33488,135.0
Minnesota,2020-04-09,1637.0,50,35319,145.0
Minnesota,2020-04-10,1732.0,57,37078,143.0
Minnesota,2020-04-11,1806.0,64,38704,145.0
Minnesota,2020-04-12,1864.0,70,39894,157.0
Minnesota,2020-04-13,2012.0,70,40679,157.0
Minnesota,2020-04-14,2165.0,79,41870,177.0
Minnesota,2020-04-15,2321.0,87,43566,197.0
Minnesota,2020-04-16,2486.0,94,45022,213.0
Minnesota,2020-04-17,2668.0,111,46488,223.0
Minnesota,2020-04-18,2788.0,121,47970,239.0
Minnesota,2020-04-19,2914.0,134,49202,228.0
Minnesota,2020-04-20,3190.0,143,50044,237.0
Minnesota,2020-04-21,3452.0,160,51793,237.0
Minnesota,2020-04-22,3758.0,179,53923,240.0
Minnesota,2020-04-23,4270.0,200,56414,268.0
Minnesota,2020-04-24,4788.0,221,59494,278.0
Minnesota,2020-04-25,5127.0,244,62109,288.0
Minnesota,2020-04-26,5512.0,272,64673,285.0
Minnesota,2020-04-27,6187.0,286,66690,292.0
Minnesota,2020-04-28,6788.0,301,70036,314.0
Minnesota,2020-04-29,7468.0,319,77118,320.0
Minnesota,2020-04-30,8116.0,343,81465,365.0
Minnesota,2020-05-01,8736.0,371,85950,369.0
Minnesota,2020-05-02,9071.0,395,89680,389.0
Minnesota,2020-05-03,9411.0,419,92844,373.0
Minnesota,2020-05-04,10235.0,428,96912,396.0
Minnesota,2020-05-05,10876.0,455,100078,434.0
Minnesota,2020-05-06,11510.0,485,104557,443.0
Minnesota,2020-05-07,12328.0,508,109572,435.0
Minnesota,2020-05-08,13040.0,534,114448,473.0
Minnesota,2020-05-09,13321.0,558,119361,476.0
Minnesota,2020-05-10,13552.0,578,124661,434.0
Minnesota,2020-05-11,14379.0,591,129964,452.0
Minnesota,2020-05-12,15043.0,614,133977,496.0
Minnesota,2020-05-13,15772.0,638,141274,494.0
Minnesota,2020-05-14,16565.0,663,148008,498.0
Minnesota,2020-05-15,17363.0,692,157136,498.0
Minnesota,2020-05-16,17705.0,709,165104,493.0
Minnesota,2020-05-17,18016.0,731,171085,487.0
Minnesota,2020-05-18,18987.0,740,177474,488.0
Minnesota,2020-05-19,19842.0,757,183851,545.0
Minnesota,2020-05-20,20609.0,786,190808,550.0
Minnesota,2020-05-21,21582.0,818,199088,566.0
Minnesota,2020-05-22,22374.0,851,208810,534.0
Minnesota,2020-05-23,22765.0,861,217706,568.0
Minnesota,2020-05-24,23121.0,878,224687,553.0
Minnesota,2020-05-25,23524.0,890,231340,605.0
Minnesota,2020-05-26,24308.0,908,238282,570.0
Minnesota,2020-05-27,24988.0,942,247809,598.0
Minnesota,2020-05-28,25559.0,977,257754,606.0
Minnesota,2020-05-29,26013.0,1006,268137,592.0
Minnesota,2020-05-30,26181.0,1036,276573,589.0
Minnesota,2020-05-31,26322.0,1050,283455,555.0
Minnesota,2020-06-01,26897.0,1060,287636,549.0
Minnesota,2020-06-02,27376.0,1082,295307,537.0
Minnesota,2020-06-03,27889.0,1097,311208,537.0
Minnesota,2020-06-04,28290.0,1126,322148,512.0
Minnesota,2020-06-05,28688.0,1159,333185,478.0
Minnesota,2020-06-06,28853.0,1181,343597,473.0
Minnesota,2020-06-07,28988.0,1197,353141,450.0
Minnesota,2020-06-08,29436.0,1208,360912,452.0
Minnesota,2020-06-09,29866.0,1228,369793,455.0
Minnesota,2020-06-10,30199.0,1267,381833,427.0
Minnesota,2020-06-11,30418.0,1280,395234,411.0
Minnesota,2020-06-12,30463.0,1305,408052,403.0
Minnesota,2020-06-13,30465.0,1314,417710,390.0
Minnesota,2020-06-14,30471.0,1329,417710,369.0
Minnesota,2020-06-15,30693.0,1335,422922,353.0
Minnesota,2020-06-16,30882.0,1344,429145,357.0
Minnesota,2020-06-17,31296.0,1357,448587,351.0
Minnesota,2020-06-18,31675.0,1376,460879,345.0
Minnesota,2020-06-19,32031.0,1393,475152,339.0
Minnesota,2020-06-20,32467.0,1404,492043,324.0
Minnesota,2020-06-21,32920.0,1412,504363,322.0
Minnesota,2020-06-22,33227.0,1416,513137,332.0
Minnesota,2020-06-23,33469.0,1425,520045,339.0
Minnesota,2020-06-24,33763.0,1432,529643,340.0
Minnesota,2020-06-25,34123.0,1441,542696,336.0
Minnesota,2020-06-26,34616.0,1446,557278,335.0
Minnesota,2020-06-27,35033.0,1452,568907,300.0
Minnesota,2020-06-28,35549.0,1460,585417,288.0
Minnesota,2020-06-29,35861.0,1470,592955,278.0
Minnesota,2020-06-30,36303.0,1476,605316,270.0
Minnesota,2020-07-01,36716.0,1482,617107,260.0
Minnesota,2020-07-02,37210.0,1495,630427,274.0
Minnesota,2020-07-03,37624.0,1503,645172,270.0
Minnesota,2020-07-04,37624.0,1503,645172,270.0
Minnesota,2020-07-05,38136.0,1508,674015,253.0
Minnesota,2020-07-06,38569.0,1511,679693,258.0
Minnesota,2020-07-07,39133.0,1514,685247,267.0
Minnesota,2020-07-08,39589.0,1523,692970,265.0
Minnesota,2020-07-09,40163.0,1528,705440,251.0
Minnesota,2020-07-10,40767.0,1533,725825,227.0
California,2020-04-01,8155.0,171,29927,1855.0
California,2020-04-02,9191.0,203,33000,1922.0
California,2020-04-03,10701.0,237,35300,2188.0
California,2020-04-04,12026.0,276,113700,2300.0
California,2020-04-05,13438.0,319,116533,2398.0
California,2020-04-06,14336.0,343,117431,2509.0
California,2020-04-07,15865.0,374,131229,2611.0
California,2020-04-08,16957.0,442,144264,2714.0
California,2020-04-09,18309.0,492,163500,2825.0
California,2020-04-10,19472.0,541,164863,2897.0
California,2020-04-11,20615.0,609,173219,5236.0
California,2020-04-12,21794.0,651,190328,5234.0
California,2020-04-13,22348.0,687,190882,3015.0
California,2020-04-14,23338.0,758,202208,5163.0
California,2020-04-15,24424.0,821,216486,5163.0
California,2020-04-16,26182.0,890,246400,5031.0
California,2020-04-17,27528.0,985,251614,4892.0
California,2020-04-18,28963.0,1072,259666,4936.0
California,2020-04-19,30333.0,1166,280900,4731.0
California,2020-04-20,30978.0,1208,290500,4674.0
California,2020-04-21,33261.0,1268,300100,4886.0
California,2020-04-22,35396.0,1354,465327,4984.0
California,2020-04-23,37369.0,1469,482097,4929.0
California,2020-04-24,39254.0,1562,494173,4880.0
California,2020-04-25,41137.0,1651,506035,4847.0
California,2020-04-26,42164.0,1710,526084,4928.0
California,2020-04-27,43464.0,1755,553409,4878.0
California,2020-04-28,45031.0,1809,577608,4983.0
California,2020-04-29,46500.0,1887,603139,5011.0
California,2020-04-30,48917.0,1982,625337,4981.0
California,2020-05-01,50442.0,2073,654985,4706.0
California,2020-05-02,52197.0,2171,686803,4722.0
California,2020-05-03,53616.0,2215,715751,4734.0
California,2020-05-04,54937.0,2254,747874,4616.0
California,2020-05-05,56212.0,2317,779902,4622.0
California,2020-05-06,58815.0,2412,809036,4681.0
California,2020-05-07,60614.0,2504,842874,4560.0
California,2020-05-08,62512.0,2585,875272,4514.0
California,2020-05-09,64561.0,2678,912570,4538.0
California,2020-05-10,66680.0,2745,955664,4555.0
California,2020-05-11,67939.0,2770,991897,4549.0
California,2020-05-12,69382.0,2847,1033370,4544.0
California,2020-05-13,71141.0,2934,1065592,4545.0
California,2020-05-14,73164.0,3032,1104651,4655.0
California,2020-05-15,74936.0,3108,1133906,4519.0
California,2020-05-16,76793.0,3204,1179126,4424.0
California,2020-05-17,78839.0,3261,1235243,4291.0
California,2020-05-18,80430.0,3302,1292672,4391.0
California,2020-05-19,81795.0,3334,1339316,4363.0
California,2020-05-20,84057.0,3436,1380120,4681.0
California,2020-05-21,86197.0,3542,1421127,4735.0
California,2020-05-22,88444.0,3630,1466773,4762.0
California,2020-05-23,90631.0,3708,1515306,4342.0
California,2020-05-24,92710.0,3774,1582745,4300.0
California,2020-05-25,94558.0,3795,1644102,4306.0
California,2020-05-26,96733.0,3814,1696396,4404.0
California,2020-05-27,98980.0,3884,1736894,4544.0
California,2020-05-28,101697.0,3973,1790559,4529.0
California,2020-05-29,103886.0,4068,1835478,4414.0
California,2020-05-30,106878.0,4156,1888595,4215.0
California,2020-05-31,110583.0,4213,1944848,4331.0
California,2020-06-01,113006.0,4251,2012583,4258.0
California,2020-06-02,115310.0,4286,2071591,4393.0
California,2020-06-03,117687.0,4361,2131294,4458.0
California,2020-06-04,119807.0,4422,2182671,4455.0
California,2020-06-05,122901.0,4485,2238463,4625.0
California,2020-06-06,126016.0,4559,2308300,4526.0
California,2020-06-07,128812.0,4626,2362218,4525.0
California,2020-06-08,131319.0,4653,2431190,4506.0
California,2020-06-09,133489.0,4697,2486245,4583.0
California,2020-06-10,136191.0,4776,2540798,4719.0
California,2020-06-11,139281.0,4881,2597647,4534.0
California,2020-06-12,141983.0,4943,2662258,4480.0
California,2020-06-13,145643.0,4989,2724393,4411.0
California,2020-06-14,148855.0,5063,2801996,4247.0
California,2020-06-15,151452.0,5089,2868182,4323.0
California,2020-06-16,153560.0,5121,2937755,4462.0
California,2020-06-17,157015.0,5208,2997988,4522.0
California,2020-06-18,161099.0,5290,3074530,4584.0
California,2020-06-19,165416.0,5360,3155702,4587.0
California,2020-06-20,169309.0,5424,3234412,4582.0
California,2020-06-21,173824.0,5495,3319256,4679.0
California,2020-06-22,178054.0,5515,3411686,4804.0
California,2020-06-23,183073.0,5580,3496929,5065.0
California,2020-06-24,190222.0,5632,3592899,5399.0
California,2020-06-25,195571.0,5733,3694345,5522.0
California,2020-06-26,200461.0,5812,3771314,5639.0
California,2020-06-27,206433.0,5872,3862310,5790.0
California,2020-06-28,211243.0,5905,3955952,5956.0
California,2020-06-29,219252.0,5936,4061692,6179.0
California,2020-06-30,228732.0,5980,4167139,6466.0
California,2020-07-01,236139.0,6090,4254176,6612.0
California,2020-07-02,242547.0,6163,4338718,6812.0
California,2020-07-03,248235.0,6263,4448176,7024.0
California,2020-07-04,257388.0,6313,4553031,7092.0
California,2020-07-05,265985.0,6331,4680138,7149.0
California,2020-07-06,271684.0,6337,4793353,7278.0
California,2020-07-07,277774.0,6448,4896370,7499.0
California,2020-07-08,289468.0,6562,4996175,7705.0
California,2020-07-09,296499.0,6711,5078434,7821.0
California,2020-07-10,304297.0,6851,5175737,7896.0
Florida,2020-04-01,6516.0,87,66045,0.0
Florida,2020-04-02,7548.0,128,76834,0.0
Florida,2020-04-03,8816.0,163,90953,0.0
Florida,2020-04-04,10097.0,191,101053,0.0
Florida,2020-04-05,11245.0,218,112498,0.0
Florida,2020-04-06,12008.0,236,121958,0.0
Florida,2020-04-07,13167.0,296,136582,0.0
Florida,2020-04-08,14173.0,309,141852,0.0
Florida,2020-04-09,15219.0,354,151404,0.0
Florida,2020-04-10,16252.0,390,161551,0.0
Florida,2020-04-11,17340.0,438,171779,0.0
Florida,2020-04-12,18404.0,465,181802,0.0
Florida,2020-04-13,19213.0,483,194819,0.0
Florida,2020-04-14,20135.0,537,201948,0.0
Florida,2020-04-15,20727.0,609,211725,0.0
Florida,2020-04-16,21624.0,646,217975,0.0
Florida,2020-04-17,22823.0,699,233541,0.0
Florida,2020-04-18,23906.0,754,245164,0.0
Florida,2020-04-19,24647.0,781,254730,0.0
Florida,2020-04-20,25360.0,806,264925,0.0
Florida,2020-04-21,26106.0,856,275670,0.0
Florida,2020-04-22,26965.0,910,287283,0.0
Florida,2020-04-23,27662.0,979,295538,0.0
Florida,2020-04-24,28876.0,1031,315661,0.0
Florida,2020-04-25,29610.0,1075,331870,0.0
Florida,2020-04-26,30405.0,1094,343490,0.0
Florida,2020-04-27,30924.0,1101,355249,0.0
Florida,2020-04-28,31672.0,1154,365701,0.0
Florida,2020-04-29,32015.0,1240,372310,0.0
Florida,2020-04-30,32529.0,1290,381244,0.0
Florida,2020-05-01,33506.0,1314,401477,0.0
Florida,2020-05-02,34209.0,1388,414758,0.0
Florida,2020-05-03,34841.0,1403,426952,0.0
Florida,2020-05-04,35609.0,1423,442982,0.0
Florida,2020-05-05,36183.0,1536,464435,0.0
Florida,2020-05-06,36764.0,1605,478813,0.0
Florida,2020-05-07,37389.0,1667,491511,0.0
Florida,2020-05-08,37733.0,1738,511875,0.0
Florida,2020-05-09,38498.0,1785,526228,0.0
Florida,2020-05-10,39179.0,1791,537531,0.0
Florida,2020-05-11,39562.0,1805,559637,0.0
Florida,2020-05-12,40168.0,1849,577849,0.0
Florida,2020-05-13,40967.0,1898,593328,0.0
Florida,2020-05-14,41759.0,1948,607386,0.0
Florida,2020-05-15,42545.0,1991,608172,0.0
Florida,2020-05-16,43025.0,2040,628261,0.0
Florida,2020-05-17,44161.0,2049,650365,0.0
Florida,2020-05-18,44815.0,2073,674785,0.0
Florida,2020-05-19,45427.0,2129,714338,0.0
Florida,2020-05-20,45902.0,2173,769779,0.0
Florida,2020-05-21,47092.0,2222,812346,0.0
Florida,2020-05-22,47817.0,2268,833862,0.0
Florida,2020-05-23,48550.0,2312,854860,0.0
Florida,2020-05-24,49095.0,2316,869463,0.0
Florida,2020-05-25,50075.0,2331,906564,0.0
Florida,2020-05-26,50578.0,2338,921547,0.0
Florida,2020-05-27,51053.0,2400,931990,0.0
Florida,2020-05-28,51667.0,2446,949998,0.0
Florida,2020-05-29,52888.0,2495,981630,0.0
Florida,2020-05-30,53640.0,2530,993184,0.0
Florida,2020-05-31,54510.0,2534,1019696,0.0
Florida,2020-06-01,55210.0,2543,1038780,0.0
Florida,2020-06-02,55812.0,2613,1048117,0.0
Florida,2020-06-03,57021.0,2650,1079170,0.0
Florida,2020-06-04,58286.0,2691,1105146,0.0
Florida,2020-06-05,59305.0,2745,1132757,0.0
Florida,2020-06-06,60549.0,2773,1171976,0.0
Florida,2020-06-07,61941.0,2786,1214161,0.0
Florida,2020-06-08,62970.0,2798,1232616,0.0
Florida,2020-06-09,64128.0,2851,1256433,0.0
Florida,2020-06-10,65370.0,2889,1277022,0.0
Florida,2020-06-11,67039.0,2938,1304718,0.0
Florida,2020-06-12,68673.0,2967,1333601,0.0
Florida,2020-06-13,71149.0,3016,1368010,0.0
Florida,2020-06-14,73282.0,3022,1406729,0.0
Florida,2020-06-15,75042.0,3030,1427900,0.0
Florida,2020-06-16,77733.0,3085,1457933,0.0
Florida,2020-06-17,80160.0,3110,1483200,0.0
Florida,2020-06-18,82854.0,3154,1508240,0.0
Florida,2020-06-19,86167.0,3197,1529290,0.0
Florida,2020-06-20,90169.0,3237,1557644,0.0
Florida,2020-06-21,94786.0,3254,1596791,0.0
Florida,2020-06-22,97537.0,3266,1614807,0.0
Florida,2020-06-23,101335.0,3333,1638584,0.0
Florida,2020-06-24,106806.0,3377,1666134,0.0
Florida,2020-06-25,111797.0,3423,1718423,0.0
Florida,2020-06-26,120611.0,3464,1766536,0.0
Florida,2020-06-27,130145.0,3489,1827125,0.0
Florida,2020-06-28,138499.0,3518,1879321,0.0
Florida,2020-06-29,143862.0,3546,1910264,0.0
Florida,2020-06-30,149889.0,3604,1942450,0.0
Florida,2020-07-01,156434.0,3650,1977791,0.0
Florida,2020-07-02,165876.0,3718,2028953,0.0
Florida,2020-07-03,175200.0,3785,2077966,0.0
Florida,2020-07-04,186530.0,3803,2142975,0.0
Florida,2020-07-05,196386.0,3832,2196474,0.0
Florida,2020-07-06,202623.0,3880,2230116,0.0
Florida,2020-07-07,209922.0,3943,2265322,0.0
Florida,2020-07-08,219869.0,3991,2316293,0.0
Florida,2020-07-09,228759.0,4111,2353439,0.0
Florida,2020-07-10,240009.0,4203,2417485,6974.0
Wyoming,2020-04-01,130.0,0,2348,0.0
Wyoming,2020-04-02,150.0,0,2589,0.0
Wyoming,2020-04-03,162.0,0,2866,0.0
Wyoming,2020-04-04,187.0,0,3132,0.0
Wyoming,2020-04-05,197.0,0,3237,0.0
Wyoming,2020-04-06,210.0,0,3929,0.0
Wyoming,2020-04-07,216.0,0,4005,0.0
Wyoming,2020-04-08,303.0,0,4146,0.0
Wyoming,2020-04-09,320.0,0,4240,0.0
Wyoming,2020-04-10,340.0,0,5076,0.0
Wyoming,2020-04-11,343.0,0,5541,0.0
Wyoming,2020-04-12,364.0,0,5562,0.0
Wyoming,2020-04-13,373.0,1,6062,0.0
Wyoming,2020-04-14,383.0,1,6072,0.0
Wyoming,2020-04-15,393.0,2,6435,0.0
Wyoming,2020-04-16,401.0,2,6532,19.0
Wyoming,2020-04-17,412.0,2,6543,19.0
Wyoming,2020-04-18,422.0,2,6639,19.0
Wyoming,2020-04-19,426.0,2,7398,19.0
Wyoming,2020-04-20,428.0,2,7501,19.0
Wyoming,2020-04-21,441.0,6,7742,19.0
Wyoming,2020-04-22,447.0,6,7748,19.0
Wyoming,2020-04-23,453.0,7,7694,19.0
Wyoming,2020-04-24,473.0,7,8169,16.0
Wyoming,2020-04-25,491.0,7,8288,16.0
Wyoming,2020-04-26,502.0,7,8299,16.0
Wyoming,2020-04-27,520.0,7,8317,16.0
Wyoming,2020-04-28,536.0,7,8762,16.0
Wyoming,2020-04-29,544.0,7,9225,12.0
Wyoming,2020-04-30,559.0,7,9461,13.0
Wyoming,2020-05-01,566.0,7,9702,13.0
Wyoming,2020-05-02,579.0,7,10042,13.0
Wyoming,2020-05-03,586.0,7,10226,13.0
Wyoming,2020-05-04,596.0,7,10464,13.0
Wyoming,2020-05-05,604.0,7,10923,13.0
Wyoming,2020-05-06,631.0,7,12034,11.0
Wyoming,2020-05-07,635.0,7,12038,11.0
Wyoming,2020-05-08,644.0,7,12047,9.0
Wyoming,2020-05-09,653.0,7,12056,12.0
Wyoming,2020-05-10,662.0,7,12065,12.0
Wyoming,2020-05-11,669.0,7,12072,12.0
Wyoming,2020-05-12,675.0,7,15059,10.0
Wyoming,2020-05-13,688.0,7,15072,10.0
Wyoming,2020-05-14,701.0,7,15430,8.0
Wyoming,2020-05-15,716.0,7,16023,8.0
Wyoming,2020-05-16,741.0,7,16419,8.0
Wyoming,2020-05-17,754.0,8,17085,8.0
Wyoming,2020-05-18,766.0,8,17097,8.0
Wyoming,2020-05-19,776.0,10,17860,8.0
Wyoming,2020-05-20,787.0,11,18840,9.0
Wyoming,2020-05-21,801.0,11,18854,8.0
Wyoming,2020-05-22,803.0,12,19424,10.0
Wyoming,2020-05-23,813.0,12,20034,10.0
Wyoming,2020-05-24,838.0,12,20059,10.0
Wyoming,2020-05-25,843.0,12,20394,10.0
Wyoming,2020-05-26,850.0,13,21502,14.0
Wyoming,2020-05-27,860.0,13,21512,12.0
Wyoming,2020-05-28,876.0,15,23162,15.0
Wyoming,2020-05-29,891.0,15,23269,13.0
Wyoming,2020-05-30,898.0,16,24083,13.0
Wyoming,2020-05-31,903.0,16,24393,13.0
Wyoming,2020-06-01,910.0,17,25147,8.0
Wyoming,2020-06-02,912.0,17,25744,7.0
Wyoming,2020-06-03,915.0,17,26628,4.0
Wyoming,2020-06-04,921.0,17,26995,4.0
Wyoming,2020-06-05,933.0,17,27612,4.0
Wyoming,2020-06-06,939.0,17,28508,4.0
Wyoming,2020-06-07,947.0,17,28751,4.0
Wyoming,2020-06-08,960.0,17,29974,7.0
Wyoming,2020-06-09,970.0,17,30336,8.0
Wyoming,2020-06-10,980.0,18,30852,8.0
Wyoming,2020-06-11,1009.0,18,31618,7.0
Wyoming,2020-06-12,1027.0,18,31900,5.0
Wyoming,2020-06-13,1050.0,18,33055,5.0
Wyoming,2020-06-14,1060.0,18,33065,5.0
Wyoming,2020-06-15,1079.0,18,32625,4.0
Wyoming,2020-06-16,1089.0,18,34413,7.0
Wyoming,2020-06-17,1114.0,18,35069,7.0
Wyoming,2020-06-18,1144.0,18,36154,8.0
Wyoming,2020-06-19,1173.0,20,36474,8.0
Wyoming,2020-06-20,1179.0,20,27341,8.0
Wyoming,2020-06-21,1197.0,20,27359,8.0
Wyoming,2020-06-22,1230.0,20,27392,8.0
Wyoming,2020-06-23,1254.0,20,28739,8.0
Wyoming,2020-06-24,1282.0,20,30151,7.0
Wyoming,2020-06-25,1326.0,20,30195,7.0
Wyoming,2020-06-26,1368.0,20,31774,5.0
Wyoming,2020-06-27,1392.0,20,31798,5.0
Wyoming,2020-06-28,1417.0,20,31823,5.0
Wyoming,2020-06-29,1450.0,20,31856,7.0
Wyoming,2020-06-30,1487.0,20,33672,6.0
Wyoming,2020-07-01,1514.0,20,33699,9.0
Wyoming,2020-07-02,1550.0,20,35243,9.0
Wyoming,2020-07-03,1582.0,20,35275,8.0
Wyoming,2020-07-04,1606.0,20,35299,8.0
Wyoming,2020-07-05,1634.0,20,35327,8.0
Wyoming,2020-07-06,1675.0,20,35368,9.0
Wyoming,2020-07-07,1711.0,20,37789,10.0
Wyoming,2020-07-08,1740.0,21,37818,13.0
Wyoming,2020-07-09,1774.0,21,39045,12.0
Wyoming,2020-07-10,1790.0,21,39867,12.0
Virgin Islands,2020-04-01,30.0,0,156,0.0
Virgin Islands,2020-04-02,33.0,0,182,0.0
Virgin Islands,2020-04-03,38.0,0,192,0.0
Virgin Islands,2020-04-04,40.0,0,224,0.0
Virgin Islands,2020-04-05,42.0,1,248,0.0
Virgin Islands,2020-04-06,43.0,1,265,0.0
Virgin Islands,2020-04-07,43.0,1,265,0.0
Virgin Islands,2020-04-08,45.0,1,287,0.0
Virgin Islands,2020-04-09,46.0,1,297,0.0
Virgin Islands,2020-04-10,50.0,1,323,3.0
Virgin Islands,2020-04-11,51.0,1,350,3.0
Virgin Islands,2020-04-12,51.0,1,350,3.0
Virgin Islands,2020-04-13,51.0,1,373,3.0
Virgin Islands,2020-04-14,51.0,1,377,3.0
Virgin Islands,2020-04-15,51.0,1,382,3.0
Virgin Islands,2020-04-16,51.0,1,408,3.0
Virgin Islands,2020-04-17,51.0,2,424,3.0
Virgin Islands,2020-04-18,53.0,3,443,3.0
Virgin Islands,2020-04-19,53.0,3,601,3.0
Virgin Islands,2020-04-20,53.0,3,607,3.0
Virgin Islands,2020-04-21,54.0,3,628,3.0
Virgin Islands,2020-04-22,54.0,3,637,3.0
Virgin Islands,2020-04-23,54.0,3,637,3.0
Virgin Islands,2020-04-24,54.0,3,696,3.0
Virgin Islands,2020-04-25,55.0,3,748,3.0
Virgin Islands,2020-04-26,57.0,4,757,3.0
Virgin Islands,2020-04-27,59.0,4,775,3.0
Virgin Islands,2020-04-28,59.0,4,778,3.0
Virgin Islands,2020-04-29,62.0,4,794,3.0
Virgin Islands,2020-04-30,66.0,4,873,3.0
Virgin Islands,2020-05-01,66.0,4,877,3.0
Virgin Islands,2020-05-02,66.0,4,988,3.0
Virgin Islands,2020-05-03,66.0,4,1017,3.0
Virgin Islands,2020-05-04,66.0,4,1031,3.0
Virgin Islands,2020-05-05,66.0,4,1039,3.0
Virgin Islands,2020-05-06,66.0,4,1056,3.0
Virgin Islands,2020-05-07,66.0,4,1056,3.0
Virgin Islands,2020-05-08,68.0,4,1092,3.0
Virgin Islands,2020-05-09,68.0,4,1092,3.0
Virgin Islands,2020-05-10,69.0,4,1171,3.0
Virgin Islands,2020-05-11,69.0,5,1179,3.0
Virgin Islands,2020-05-12,69.0,6,1184,3.0
Virgin Islands,2020-05-13,69.0,6,1197,3.0
Virgin Islands,2020-05-14,69.0,6,1233,3.0
Virgin Islands,2020-05-15,69.0,6,1263,3.0
Virgin Islands,2020-05-16,69.0,6,1263,3.0
Virgin Islands,2020-05-17,69.0,6,1347,3.0
Virgin Islands,2020-05-18,69.0,6,1347,3.0
Virgin Islands,2020-05-19,69.0,6,1367,3.0
Virgin Islands,2020-05-20,69.0,6,1383,3.0
Virgin Islands,2020-05-21,69.0,6,1383,3.0
Virgin Islands,2020-05-22,69.0,6,1412,3.0
Virgin Islands,2020-05-23,69.0,6,1412,3.0
Virgin Islands,2020-05-24,69.0,6,1412,3.0
Virgin Islands,2020-05-25,69.0,6,1412,3.0
Virgin Islands,2020-05-26,69.0,6,1494,3.0
Virgin Islands,2020-05-27,69.0,6,1511,3.0
Virgin Islands,2020-05-28,69.0,6,1686,3.0
Virgin Islands,2020-05-29,69.0,6,1702,3.0
Virgin Islands,2020-05-30,69.0,6,1702,3.0
Virgin Islands,2020-05-31,69.0,6,1702,3.0
Virgin Islands,2020-06-01,70.0,6,1811,3.0
Virgin Islands,2020-06-02,70.0,6,2006,3.0
Virgin Islands,2020-06-03,70.0,6,2026,3.0
Virgin Islands,2020-06-04,71.0,6,2046,3.0
Virgin Islands,2020-06-05,71.0,6,2051,3.0
Virgin Islands,2020-06-06,71.0,6,2196,3.0
Virgin Islands,2020-06-07,71.0,6,2196,3.0
Virgin Islands,2020-06-08,71.0,6,2199,3.0
Virgin Islands,2020-06-09,71.0,6,2208,3.0
Virgin Islands,2020-06-10,72.0,6,2241,3.0
Virgin Islands,2020-06-11,72.0,6,2252,3.0
Virgin Islands,2020-06-12,72.0,6,2293,3.0
Virgin Islands,2020-06-13,72.0,6,2356,3.0
Virgin Islands,2020-06-14,72.0,6,2377,3.0
Virgin Islands,2020-06-15,73.0,6,2378,3.0
Virgin Islands,2020-06-16,73.0,6,2378,3.0
Virgin Islands,2020-06-17,73.0,6,2427,3.0
Virgin Islands,2020-06-18,73.0,6,2427,3.0
Virgin Islands,2020-06-19,74.0,6,2524,3.0
Virgin Islands,2020-06-20,74.0,6,2566,3.0
Virgin Islands,2020-06-21,76.0,6,2578,3.0
Virgin Islands,2020-06-22,76.0,6,2578,3.0
Virgin Islands,2020-06-23,76.0,6,2620,3.0
Virgin Islands,2020-06-24,78.0,6,2671,3.0
Virgin Islands,2020-06-25,80.0,6,2734,3.0
Virgin Islands,2020-06-26,81.0,6,2786,3.0
Virgin Islands,2020-06-27,81.0,6,2827,3.0
Virgin Islands,2020-06-28,81.0,6,2827,3.0
Virgin Islands,2020-06-29,81.0,6,2827,3.0
Virgin Islands,2020-06-30,84.0,6,2903,3.0
Virgin Islands,2020-07-01,90.0,6,2966,3.0
Virgin Islands,2020-07-02,92.0,6,3016,3.0
Virgin Islands,2020-07-03,98.0,6,3061,3.0
Virgin Islands,2020-07-04,111.0,6,3171,3.0
Virgin Islands,2020-07-05,111.0,6,3171,3.0
Virgin Islands,2020-07-06,112.0,6,3230,3.0
Virgin Islands,2020-07-07,116.0,6,3299,3.0
Virgin Islands,2020-07-08,122.0,6,3395,3.0
Virgin Islands,2020-07-09,144.0,6,3514,3.0
Virgin Islands,2020-07-10,153.0,6,3626,3.0
South Dakota,2020-04-01,129.0,2,4032,0.0
South Dakota,2020-04-02,165.0,2,4382,0.0
South Dakota,2020-04-03,187.0,2,4780,0.0
South Dakota,2020-04-04,212.0,2,5224,0.0
South Dakota,2020-04-05,240.0,2,5593,0.0
South Dakota,2020-04-06,288.0,4,6020,0.0
South Dakota,2020-04-07,320.0,6,6268,0.0
South Dakota,2020-04-08,393.0,6,6748,0.0
South Dakota,2020-04-09,447.0,6,7147,0.0
South Dakota,2020-04-10,536.0,6,7647,0.0
South Dakota,2020-04-11,626.0,6,8004,0.0
South Dakota,2020-04-12,730.0,6,8553,0.0
South Dakota,2020-04-13,868.0,6,9002,0.0
South Dakota,2020-04-14,988.0,6,9296,0.0
South Dakota,2020-04-15,1168.0,6,9859,0.0
South Dakota,2020-04-16,1311.0,7,10550,0.0
South Dakota,2020-04-17,1411.0,7,11062,0.0
South Dakota,2020-04-18,1542.0,7,11660,0.0
South Dakota,2020-04-19,1635.0,7,12062,0.0
South Dakota,2020-04-20,1685.0,7,12326,0.0
